rank,feature,score,p_value
37,283.260611279297,117.06005348754861,5.006743052860126e-93
38,282.68520234375,116.94345916303601,6.123786323917824e-93
39,113.594580395508,113.45397715216822,2.569742875806703e-90
40,283.533011181641,111.67727964336193,5.613262161043605e-89
41,127.72955201416,110.60709087993958,3.6076068974047986e-88
42,255.233145458984,108.22382127628424,2.2910767540638804e-86
43,166.873373730469,102.38005606086814,6.319173886181245e-82
44,191.576224072266,99.63647548123832,7.859459595494939e-80
45,185.060965283203,98.05972723036074,1.265100674506229e-78
46,560.249228222656,97.22535070114324,5.515068833877213e-78
47,742.304159863281,94.2951426700524,9.813122060356018e-76
48,766.619528515625,94.13885387061997,1.29429905258631e-75
49,127.880064709473,89.1102073258599,9.806803761732633e-72
50,241.098440869141,88.65034156740464,2.2252774658808305e-71
51,123.057577832031,88.0497257328284,6.492774236048455e-71
52,184.070334179688,87.92823447995058,8.063738900528789e-71
53,417.629965527344,85.32323535905488,8.460558832478448e-69
54,150.456778271484,80.75397801735058,3.0631945046093246e-65
55,266.801321728516,78.99969652812838,7.199261592639022e-64
56,287.103506787109,78.9531755135817,7.828600143841212e-64
57,287.544455273438,76.58700808416333,5.589164650972066e-62
58,185.39826081543,75.01126387332006,9.648903847831041e-61
59,137.305823071289,74.17488144895252,4.3853376271765194e-60
60,319.122580273438,73.98986457550453,6.131074143012783e-60
61,136.797476513672,73.84733730589919,7.937215468496242e-60
62,241.620306713867,73.27160657485705,2.253183053896151e-59
63,167.058645947266,73.23663744399835,2.40064613254592e-59
64,122.814573986816,72.91726087255671,4.283775307068375e-59
65,267.320151074219,72.52691680692239,8.696205651606706e-59
66,137.178641064453,72.37452095866254,1.1466191861564004e-58
67,158.047293408203,72.33708852766627,1.2272114558098252e-58
68,136.900503857422,72.29066067198099,1.3350898836787223e-58
69,270.420126660156,71.94748452059608,2.4890593258923422e-58
70,270.103598339844,70.49790654058255,3.4662438181261285e-57
71,137.041937573242,69.34820152162347,2.80773170810279e-56
72,128.52016328125,68.96225860783565,5.6700154094854055e-56
73,242.681708081055,67.7411566226794,5.2500124689319834e-55
74,141.367636425781,67.37435872420451,1.0250738716442748e-54
75,276.111777050781,67.15419520521655,1.5319166838714067e-54
76,143.560614331055,66.6327520281142,3.96868922883634e-54
77,184.893805249023,66.00839536396337,1.2415396190338099e-53
78,267.115927441406,65.93930542402966,1.4086127126008727e-53
79,128.151221020508,64.44785848869445,2.154946687014008e-52
80,269.787253125,64.25389497688307,3.073558377391467e-52
81,156.703406079102,64.09564777171192,4.10653257280495e-52
82,264.101553662109,64.05843297708041,4.396130622283265e-52
83,283.122732861328,63.66847699233176,8.979612482005251e-52
84,417.169668896484,63.00203721428686,3.045613931085037e-51
85,744.549277050781,62.52704140141734,7.277064206881521e-51
86,140.674414379883,62.42704471166129,8.742129331953042e-51
87,243.119040234375,61.76776546560335,2.931154812079922e-50
88,243.074331982422,61.32082956269529,6.659523792199006e-50
89,581.744711621094,59.30857136040247,2.692923984251067e-48
90,238.083349926758,59.08773592052958,4.043635272634899e-48
91,581.245810253906,58.89155659887423,5.802878265174741e-48
92,390.156973583984,58.50990270795662,1.1719820858839113e-47
93,134.046820385742,57.521114650955234,7.251248731246893e-47
94,277.109915478516,57.32644122041571,1.0383428996538417e-46
95,152.051352246094,57.09403590244447,1.5941652334601424e-46
96,166.489920361328,56.52814664088638,4.529920486056126e-46
97,117.019064648438,56.458012589583944,5.156103805546991e-46
98,438.692557080078,56.325121801659265,6.5899240185118215e-46
99,388.160910351563,56.092770659002966,1.0121101224958786e-45
100,117.20970032959,55.27263719652655,4.6062539261571954e-45
